county,agency_name,ORI,offense,cases_reported,cases_cleared,data_year
Burlington,New Hanover Township Police Department,NJ0032600,larceny,3,3,2017
Burlington,North Hanover Township Police Department,NJ0032700,larceny,23,3,2017
Burlington,Palmyra Police Department,NJ0032800,larceny,106,25,2017
Burlington,Pemberton Police Department,NJ0032900,larceny,18,0,2017
Burlington,Pemberton Township Police Department,NJ0033000,larceny,340,47,2017
Burlington,Riverside Township Police Department,NJ0033100,larceny,3,3,2017
Burlington,Riverton Police Department,NJ0033200,larceny,34,9,2017
Burlington,Springfield Township Police Department,NJ0033500,larceny,14,2,2017
Burlington,Westampton Township Police Department,NJ0033800,larceny,128,22,2017
Essex,Verona Police Department,NJ0072000,larceny,57,2,2017
Essex,West Caldwell Township Police Department,NJ0072100,larceny,54,11,2017
Essex,West Orange Police Department,NJ0072200,larceny,616,57,2017
Essex,New Jersey Institute of Technology,NJ0072700,larceny,76,11,2017
Essex,Montclair State University,NJ0072800,larceny,70,4,2017
Essex,Rutgers University: Newark,NJ0073000,larceny,234,19,2017
Essex,Essex County College,NJ0073100,larceny,59,0,2017
,New Jersey Transit Police,NJ0073200,larceny,296,142,2017
Essex,State Police: Essex County,NJ007SP00,larceny,7,0,2017
Gloucester,Gloucester County Sheriff's Office,NJ0080000,larceny,3,0,2017
Gloucester,Clayton Police Department,NJ0080100,larceny,99,27,2017
Gloucester,Deptford Township Police Department,NJ0080200,larceny,1032,175,2017
Gloucester,East Greenwich Township Police Department,NJ0080300,larceny,40,3,2017
Gloucester,Elk Township Police Department,NJ0080400,larceny,37,6,2017
Gloucester,"Franklin Township, Gloucester County Police Department",NJ0080500,larceny,137,11,2017
Gloucester,Glassboro Police Department,NJ0080600,larceny,307,53,2017
Gloucester,"Greenwich Township, Gloucester County Police Department",NJ0080700,larceny,69,18,2017
Gloucester,Harrison Township Police Department,NJ0080800,larceny,79,14,2017
Gloucester,Logan Township Police Department,NJ0080900,larceny,113,24,2017
Gloucester,Mantua Township Police Department,NJ0081000,larceny,212,60,2017
Monmouth,Brielle Police Department,NJ0130900,larceny,18,1,2017
Monmouth,Deal Police Department,NJ0131000,larceny,26,6,2017
Monmouth,Eatontown Police Department,NJ0131100,larceny,306,132,2017
Monmouth,Englishtown Police Department,NJ0131200,larceny,39,13,2017
Monmouth,Fair Haven Police Department,NJ0131300,larceny,22,1,2017
Monmouth,Freehold Police Department,NJ0131500,larceny,96,22,2017
Monmouth,Freehold Township Police Department,NJ0131600,larceny,523,158,2017
Monmouth,Highlands Police Department,NJ0131700,larceny,24,2,2017
Monmouth,Holmdel Township Police Department,NJ0131800,larceny,122,29,2017
Monmouth,Howell Township Police Department,NJ0131900,larceny,312,133,2017
Monmouth,Interlaken Police Department,NJ0132000,larceny,12,0,2017
Monmouth,Keansburg Police Department,NJ0132100,larceny,143,46,2017
Monmouth,Keyport Police Department,NJ0132200,larceny,67,11,2017
Monmouth,Little Silver Police Department,NJ0132300,larceny,26,3,2017
Monmouth,Loch Arbour Police Department,NJ0132400,larceny,5,0,2017
Monmouth,Long Branch Police Department,NJ0132500,larceny,692,250,2017
Monmouth,Manalapan Township Police Department,NJ0132600,larceny,197,20,2017
Monmouth,Manasquan Police Department,NJ0132700,larceny,73,11,2017
Monmouth,Marlboro Township Police Department,NJ0132800,larceny,179,37,2017
Monmouth,Matawan Police Department,NJ0132900,larceny,24,2,2017
Salem,Elsinboro Township Police Department,NJ0170300,larceny,8,2,2017
Salem,Lower Alloways Creek Township Police Department,NJ0170400,larceny,8,2,2017
Salem,Pennsville Township Police Department,NJ0170500,larceny,175,71,2017
Salem,Penns Grove Police Department,NJ0170800,larceny,185,63,2017
Salem,Salem Police Department,NJ0171200,larceny,120,27,2017
Salem,Carney's Point Township Police Department,NJ0171300,larceny,110,13,2017
Salem,Woodstown Police Department,NJ0171500,larceny,31,5,2017
Salem,State Police: Salem County,NJ017SP00,larceny,131,69,2017
Somerset,Somerset County Sheriff's Office,NJ0180000,larceny,1,1,2017
Somerset,Bedminster Township Police Department,NJ0180100,larceny,21,1,2017
Somerset,Bernards Township Police Department,NJ0180200,larceny,88,4,2017
Somerset,Bernardsville Police Department,NJ0180300,larceny,36,2,2017
Somerset,Bound Brook Police Department,NJ0180400,larceny,133,16,2017
Somerset,Branchburg Township Police Department,NJ0180500,larceny,46,8,2017
Somerset,Bridgewater Township Police Department,NJ0180600,larceny,313,105,2017
Somerset,Far Hills Police Department,NJ0180700,larceny,4,1,2017
Somerset,"Franklin Township, Somerset County Police Department",NJ0180800,larceny,578,29,2017
Somerset,Green Brook Township Police Department,NJ0180900,larceny,53,10,2017
Somerset,Hillsborough Township Police Department,NJ0181000,larceny,205,7,2017
Somerset,Manville Police Department,NJ0181100,larceny,138,60,2017
Bergen,Saddle Brook Township Police Department,NJ0025700,larceny,190,69,2017
Bergen,Saddle River Police Department,NJ0025800,larceny,13,4,2017
Bergen,South Hackensack Township Police Department,NJ0025900,larceny,48,16,2017
Bergen,Teaneck Township Police Department,NJ0026000,larceny,299,25,2017
Bergen,Tenafly Police Department,NJ0026100,larceny,48,8,2017
Bergen,Teterboro Police Department,NJ0026200,larceny,121,45,2017
Bergen,Upper Saddle River Police Department,NJ0026300,larceny,14,3,2017
Bergen,Waldwick Police Department,NJ0026400,larceny,50,6,2017
Bergen,Wallington Police Department,NJ0026500,larceny,120,28,2017
Bergen,"Washington Township, Bergen County Police Department",NJ0026600,larceny,8,1,2017
Bergen,Westwood Police Department,NJ0026700,larceny,35,7,2017
Bergen,Woodcliff Lake Police Department,NJ0026800,larceny,18,4,2017
Bergen,Wood-Ridge Police Department,NJ0026900,larceny,60,1,2017
Bergen,Wyckoff Township Police Department,NJ0027000,larceny,76,19,2017
Bergen,State Police: Bergen County,NJ002SP00,larceny,38,12,2017
Burlington,Beverly Police Department,NJ0030200,larceny,26,8,2017
Burlington,Bordentown Police Department,NJ0030300,larceny,22,5,2017
Burlington,Bordentown Township Police Department,NJ0030400,larceny,94,22,2017
Burlington,Burlington Police Department,NJ0030500,larceny,190,21,2017
Burlington,Burlington Township Police Department,NJ0030600,larceny,235,104,2017
Hunterdon,Flemington Police Department,NJ0100900,larceny,72,11,2017
Hunterdon,"Franklin Township, Hunterdon County Police Department",NJ0101000,larceny,17,11,2017
Hunterdon,Frenchtown Police Department,NJ0101100,larceny,10,0,2017
Hunterdon,High Bridge Police Department,NJ0101400,larceny,16,0,2017
Hunterdon,Holland Township Police Department,NJ0101500,larceny,7,3,2017
Hunterdon,Lambertville Police Department,NJ0101700,larceny,37,5,2017
Hunterdon,Lebanon Township Police Department,NJ0101900,larceny,12,2,2017
Hunterdon,Raritan Township Police Department,NJ0102100,larceny,78,28,2017
Hunterdon,Readington Township Police Department,NJ0102200,larceny,56,8,2017
Hunterdon,Tewksbury Township Police Department,NJ0102400,larceny,10,0,2017
Hunterdon,West Amwell Township Police Department,NJ0102600,larceny,27,6,2017
Hunterdon,State Police: Hunterdon County,NJ010SP00,larceny,78,9,2017
Mercer,Mercer County Sheriff's Office,NJ0110000,larceny,10,10,2017
Mercer,East Windsor Township Police Department,NJ0110100,larceny,204,60,2017
Mercer,Ewing Township Police Department,NJ0110200,larceny,544,148,2017
Mercer,"Hamilton Township, Mercer County Police Department",NJ0110300,larceny,1401,250,2017
Mercer,Hightstown Police Department,NJ0110400,larceny,32,7,2017
Mercer,Hopewell Police Department,NJ0110500,larceny,9,2,2017
Mercer,Hopewell Township Police Department,NJ0110600,larceny,68,15,2017
Mercer,"Lawrence Township, Mercer County Police Department",NJ0110700,larceny,628,246,2017
Passaic,State Police: Passaic County,NJ016SP00,larceny,6,0,2017
Salem,Salem County Sheriff's Office,NJ0170000,larceny,0,0,2017
Salem,Elmer Police Department,NJ0170200,larceny,2,0,2017
Salem,Elsinboro Township Police Department,NJ0170300,larceny,8,2,2017
Salem,Lower Alloways Creek Township Police Department,NJ0170400,larceny,8,2,2017
Salem,Pennsville Township Police Department,NJ0170500,larceny,175,71,2017
Salem,Penns Grove Police Department,NJ0170800,larceny,185,63,2017
Salem,Salem Police Department,NJ0171200,larceny,120,27,2017
Salem,Carney's Point Township Police Department,NJ0171300,larceny,110,13,2017
Salem,Woodstown Police Department,NJ0171500,larceny,31,5,2017
Salem,State Police: Salem County,NJ017SP00,larceny,131,69,2017
Somerset,Somerset County Sheriff's Office,NJ0180000,larceny,1,1,2017
Somerset,Bedminster Township Police Department,NJ0180100,larceny,21,1,2017
Somerset,Bernards Township Police Department,NJ0180200,larceny,88,4,2017
Somerset,Bernardsville Police Department,NJ0180300,larceny,36,2,2017
Somerset,Bound Brook Police Department,NJ0180400,larceny,133,16,2017
Somerset,Branchburg Township Police Department,NJ0180500,larceny,46,8,2017
Somerset,Bridgewater Township Police Department,NJ0180600,larceny,313,105,2017
Somerset,Far Hills Police Department,NJ0180700,larceny,4,1,2017
Somerset,"Franklin Township, Somerset County Police Department",NJ0180800,larceny,578,29,2017
Camden,Clementon Police Department,NJ0041000,larceny,105,9,2017
Camden,Collingswood Police Department,NJ0041100,larceny,263,45,2017
Camden,Cherry Hill Township Police Department,NJ0041200,larceny,1849,671,2017
Camden,Gibbsboro Police Department,NJ0041300,larceny,27,0,2017
Camden,Gloucester City Police Department,NJ0041400,larceny,215,24,2017
Camden,Gloucester Township Police Department,NJ0041500,larceny,922,241,2017
Camden,Haddon Township Police Department,NJ0041600,larceny,258,93,2017
Camden,Haddonfield Police Department,NJ0041700,larceny,146,18,2017
Camden,Haddon Heights Police Department,NJ0041800,larceny,53,6,2017
Camden,Hi-Nella Police Department,NJ0041900,larceny,10,1,2017
Camden,Laurel Springs Police Department,NJ0042000,larceny,19,0,2017
Camden,Lawnside Police Department,NJ0042100,larceny,102,46,2017
Camden,Lindenwold Police Department,NJ0042200,larceny,332,78,2017
Camden,Magnolia Police Department,NJ0042300,larceny,70,7,2017
Camden,Merchantville Police Department,NJ0042400,larceny,48,6,2017
Camden,Mount Ephraim Police Department,NJ0042500,larceny,174,60,2017
Camden,Oaklyn Police Department,NJ0042600,larceny,121,35,2017
Camden,Pennsauken Township Police Department,NJ0042700,larceny,556,54,2017
Camden,Pine Hill Police Department,NJ0042800,larceny,170,15,2017
Camden,Runnemede Police Department,NJ0043000,larceny,198,55,2017
Morris,Dover Police Department,NJ0140900,larceny,139,23,2017
Morris,East Hanover Township Police Department,NJ0141000,larceny,174,9,2017
Morris,Florham Park Police Department,NJ0141100,larceny,69,13,2017
Morris,Hanover Township Police Department,NJ0141200,larceny,153,49,2017
Morris,Harding Township Police Department,NJ0141300,larceny,6,0,2017
Morris,Jefferson Township Police Department,NJ0141400,larceny,65,1,2017
Morris,Kinnelon Police Department,NJ0141500,larceny,22,3,2017
Morris,Lincoln Park Police Department,NJ0141600,larceny,47,14,2017
Morris,Madison Police Department,NJ0141700,larceny,52,7,2017
Morris,Mendham Police Department,NJ0141800,larceny,7,0,2017
Morris,Mendham Township Police Department,NJ0141900,larceny,3,0,2017
Morris,Mine Hill Township Police Department,NJ0142000,larceny,18,4,2017
Morris,Montville Township Police Department,NJ0142100,larceny,115,11,2017
Morris,Morris Township Police Department,NJ0142200,larceny,75,2,2017
Morris,Morris Plains Police Department,NJ0142300,larceny,47,12,2017
Morris,Morristown Police Department,NJ0142400,larceny,237,26,2017
Morris,Mountain Lakes Police Department,NJ0142500,larceny,25,0,2017
Morris,Mount Arlington Police Department,NJ0142600,larceny,42,16,2017
Morris,Mount Olive Township Police Department,NJ0142700,larceny,134,35,2017
Morris,Netcong Police Department,NJ0142800,larceny,36,10,2017
Bergen,State Police: Bergen County,NJ002SP00,larceny,38,12,2017
Burlington,Beverly Police Department,NJ0030200,larceny,26,8,2017
Burlington,Bordentown Police Department,NJ0030300,larceny,22,5,2017
Burlington,Bordentown Township Police Department,NJ0030400,larceny,94,22,2017
Burlington,Burlington Police Department,NJ0030500,larceny,190,21,2017
Burlington,Burlington Township Police Department,NJ0030600,larceny,235,104,2017
Burlington,Chesterfield Township Police Department,NJ0030700,larceny,21,2,2017
Burlington,Cinnaminson Township Police Department,NJ0030800,larceny,278,87,2017
Burlington,Delanco Township Police Department,NJ0030900,larceny,59,12,2017
Burlington,Delran Township Police Department,NJ0031000,larceny,230,34,2017
Burlington,Eastampton Township Police Department,NJ0031100,larceny,60,0,2017
Burlington,Edgewater Park Township Police Department,NJ0031200,larceny,87,17,2017
Burlington,Evesham Township Police Department,NJ0031300,larceny,476,90,2017
Burlington,Florence Township Police Department,NJ0031500,larceny,56,14,2017
Burlington,Willingboro Township Police Department,NJ0031700,larceny,354,30,2017
Burlington,Lumberton Township Police Department,NJ0031800,larceny,191,21,2017
Burlington,"Mansfield Township, Burlington County Police Department",NJ0031900,larceny,49,7,2017
Burlington,Maple Shade Township Police Department,NJ0032000,larceny,326,25,2017
Burlington,Medford Township Police Department,NJ0032100,larceny,108,20,2017
Burlington,Medford Lakes Police Department,NJ0032200,larceny,22,2,2017
Morris,Chester Police Department,NJ0140600,larceny,19,4,2017
Morris,Chester Township Police Department,NJ0140700,larceny,32,0,2017
Morris,Denville Township Police Department,NJ0140800,larceny,62,16,2017
Morris,Dover Police Department,NJ0140900,larceny,139,23,2017
Morris,East Hanover Township Police Department,NJ0141000,larceny,174,9,2017
Morris,Florham Park Police Department,NJ0141100,larceny,69,13,2017
Morris,Hanover Township Police Department,NJ0141200,larceny,153,49,2017
Morris,Harding Township Police Department,NJ0141300,larceny,6,0,2017
Morris,Jefferson Township Police Department,NJ0141400,larceny,65,1,2017
Morris,Kinnelon Police Department,NJ0141500,larceny,22,3,2017
Morris,Lincoln Park Police Department,NJ0141600,larceny,47,14,2017
Morris,Madison Police Department,NJ0141700,larceny,52,7,2017
Morris,Mendham Police Department,NJ0141800,larceny,7,0,2017
Morris,Mendham Township Police Department,NJ0141900,larceny,3,0,2017
Morris,Mine Hill Township Police Department,NJ0142000,larceny,18,4,2017
Morris,Montville Township Police Department,NJ0142100,larceny,115,11,2017
Morris,Morris Township Police Department,NJ0142200,larceny,75,2,2017
Morris,Morris Plains Police Department,NJ0142300,larceny,47,12,2017
Morris,Morristown Police Department,NJ0142400,larceny,237,26,2017
Morris,Mountain Lakes Police Department,NJ0142500,larceny,25,0,2017
Camden,Bellmawr Police Department,NJ0040400,larceny,150,19,2017
Camden,Berlin Police Department,NJ0040500,larceny,107,30,2017
Camden,Berlin Township Police Department,NJ0040600,larceny,123,49,2017
Camden,Brooklawn Police Department,NJ0040700,larceny,178,79,2017
Camden,Camden County Police Department,NJ0040800,larceny,1393,242,2017
Camden,Chesilhurst Police Department,NJ0040900,larceny,8,0,2017
Camden,Clementon Police Department,NJ0041000,larceny,105,9,2017
Camden,Collingswood Police Department,NJ0041100,larceny,263,45,2017
Camden,Cherry Hill Township Police Department,NJ0041200,larceny,1849,671,2017
Camden,Gibbsboro Police Department,NJ0041300,larceny,27,0,2017
Camden,Gloucester City Police Department,NJ0041400,larceny,215,24,2017
Camden,Gloucester Township Police Department,NJ0041500,larceny,922,241,2017
Camden,Haddon Township Police Department,NJ0041600,larceny,258,93,2017
Camden,Haddonfield Police Department,NJ0041700,larceny,146,18,2017
Camden,Haddon Heights Police Department,NJ0041800,larceny,53,6,2017
Camden,Hi-Nella Police Department,NJ0041900,larceny,10,1,2017
Camden,Laurel Springs Police Department,NJ0042000,larceny,19,0,2017
Camden,Lawnside Police Department,NJ0042100,larceny,102,46,2017
Camden,Lindenwold Police Department,NJ0042200,larceny,332,78,2017
Camden,Magnolia Police Department,NJ0042300,larceny,70,7,2017
Passaic,Pompton Lakes Police Department,NJ0160900,larceny,79,5,2017
Passaic,Prospect Park Police Department,NJ0161000,larceny,72,0,2017
Passaic,Ringwood Police Department,NJ0161100,larceny,19,6,2017
Passaic,Totowa Police Department,NJ0161200,larceny,243,57,2017
Passaic,Wanaque Police Department,NJ0161300,larceny,69,5,2017
Passaic,Wayne Township Police Department,NJ0161400,larceny,851,304,2017
Passaic,West Milford Township Police Department,NJ0161500,larceny,155,24,2017
Passaic,Woodland Park Police Department,NJ0161600,larceny,133,18,2017
Passaic,William Paterson University,NJ0161700,larceny,53,2,2017
Passaic,State Police: Passaic County,NJ016SP00,larceny,6,0,2017
Salem,Salem County Sheriff's Office,NJ0170000,larceny,0,0,2017
Salem,Elmer Police Department,NJ0170200,larceny,2,0,2017
Salem,Elsinboro Township Police Department,NJ0170300,larceny,8,2,2017
Salem,Lower Alloways Creek Township Police Department,NJ0170400,larceny,8,2,2017
Salem,Pennsville Township Police Department,NJ0170500,larceny,175,71,2017
Salem,Penns Grove Police Department,NJ0170800,larceny,185,63,2017
Salem,Salem Police Department,NJ0171200,larceny,120,27,2017
Salem,Carney's Point Township Police Department,NJ0171300,larceny,110,13,2017
Salem,Woodstown Police Department,NJ0171500,larceny,31,5,2017
Salem,State Police: Salem County,NJ017SP00,larceny,131,69,2017
Hudson,Kearny Police Department,NJ0090700,larceny,503,184,2017
Hudson,North Bergen Township Police Department,NJ0090800,larceny,364,114,2017
Hudson,Secaucus Police Department,NJ0090900,larceny,389,81,2017
Hudson,Union City Police Department,NJ0091000,larceny,1028,65,2017
Hudson,Weehawken Township Police Department,NJ0091100,larceny,253,41,2017
Hudson,West New York Police Department,NJ0091200,larceny,409,32,2017
Hudson,Stevens Institute of Technology,NJ009149E,larceny,23,0,2017
Hudson,State Police: Hudson County,NJ009SP00,larceny,6,2,2017
Hunterdon,Califon Police Department,NJ0100400,larceny,1,0,2017
Hunterdon,Clinton Police Department,NJ0100500,larceny,9,5,2017
Hunterdon,Clinton Township Police Department,NJ0100600,larceny,42,8,2017
Hunterdon,Delaware Township Police Department,NJ0100700,larceny,12,11,2017
Hunterdon,Flemington Police Department,NJ0100900,larceny,72,11,2017
Hunterdon,"Franklin Township, Hunterdon County Police Department",NJ0101000,larceny,17,11,2017
Hunterdon,Frenchtown Police Department,NJ0101100,larceny,10,0,2017
Hunterdon,High Bridge Police Department,NJ0101400,larceny,16,0,2017
Hunterdon,Holland Township Police Department,NJ0101500,larceny,7,3,2017
Hunterdon,Lambertville Police Department,NJ0101700,larceny,37,5,2017
Hunterdon,Lebanon Township Police Department,NJ0101900,larceny,12,2,2017
Hunterdon,Raritan Township Police Department,NJ0102100,larceny,78,28,2017
Bergen,Oakland Police Department,NJ0024200,larceny,65,12,2017
Bergen,Old Tappan Police Department,NJ0024300,larceny,8,0,2017
Bergen,Oradell Police Department,NJ0024400,larceny,16,2,2017
Bergen,Palisades Park Police Department,NJ0024500,larceny,88,14,2017
Bergen,Paramus Police Department,NJ0024600,larceny,1095,486,2017
Bergen,Park Ridge Police Department,NJ0024700,larceny,9,0,2017
Bergen,Ramsey Police Department,NJ0024800,larceny,129,15,2017
Bergen,Ridgefield Police Department,NJ0024900,larceny,55,0,2017
Bergen,Ridgefield Park Police Department,NJ0025000,larceny,137,17,2017
Bergen,Ridgewood Police Department,NJ0025100,larceny,152,17,2017
Bergen,River Edge Police Department,NJ0025200,larceny,49,7,2017
Bergen,River Vale Township Police Department,NJ0025300,larceny,12,3,2017
Bergen,Rochelle Park Township Police Department,NJ0025400,larceny,74,12,2017
Bergen,Rockleigh Police Department,NJ0025500,larceny,0,0,2017
Bergen,Rutherford Police Department,NJ0025600,larceny,166,21,2017
Bergen,Saddle Brook Township Police Department,NJ0025700,larceny,190,69,2017
Bergen,Saddle River Police Department,NJ0025800,larceny,13,4,2017
Bergen,South Hackensack Township Police Department,NJ0025900,larceny,48,16,2017
Bergen,Teaneck Township Police Department,NJ0026000,larceny,299,25,2017
Bergen,Tenafly Police Department,NJ0026100,larceny,48,8,2017
Passaic,Clifton Police Department,NJ0160200,larceny,1086,198,2017
Passaic,Haledon Police Department,NJ0160300,larceny,113,29,2017
Passaic,Hawthorne Police Department,NJ0160400,larceny,192,16,2017
Passaic,Little Falls Township Police Department,NJ0160500,larceny,93,28,2017
Passaic,North Haledon Police Department,NJ0160600,larceny,28,7,2017
Passaic,Passaic Police Department,NJ0160700,larceny,842,62,2017
Passaic,Paterson Police Department,NJ0160800,larceny,1776,122,2017
Passaic,Pompton Lakes Police Department,NJ0160900,larceny,79,5,2017
Passaic,Prospect Park Police Department,NJ0161000,larceny,72,0,2017
Passaic,Ringwood Police Department,NJ0161100,larceny,19,6,2017
Passaic,Totowa Police Department,NJ0161200,larceny,243,57,2017
Passaic,Wanaque Police Department,NJ0161300,larceny,69,5,2017
Passaic,Wayne Township Police Department,NJ0161400,larceny,851,304,2017
Passaic,West Milford Township Police Department,NJ0161500,larceny,155,24,2017
Passaic,Woodland Park Police Department,NJ0161600,larceny,133,18,2017
Passaic,William Paterson University,NJ0161700,larceny,53,2,2017
Passaic,State Police: Passaic County,NJ016SP00,larceny,6,0,2017
Salem,Salem County Sheriff's Office,NJ0170000,larceny,0,0,2017
Salem,Elmer Police Department,NJ0170200,larceny,2,0,2017
Salem,Elsinboro Township Police Department,NJ0170300,larceny,8,2,2017
Middlesex,New Brunswick Police Department,NJ0121400,larceny,1001,64,2017
Middlesex,North Brunswick Township Police Department,NJ0121500,larceny,567,140,2017
Middlesex,Perth Amboy Police Department,NJ0121600,larceny,598,70,2017
Middlesex,Piscataway Township Police Department,NJ0121700,larceny,400,29,2017
Middlesex,Plainsboro Township Police Department,NJ0121800,larceny,104,12,2017
Middlesex,Sayreville Police Department,NJ0121900,larceny,311,12,2017
Middlesex,South Amboy Police Department,NJ0122000,larceny,54,1,2017
Middlesex,South Brunswick Township Police Department,NJ0122100,larceny,311,47,2017
Middlesex,South Plainfield Police Department,NJ0122200,larceny,413,85,2017
Middlesex,South River Police Department,NJ0122300,larceny,93,16,2017
Middlesex,Spotswood Police Department,NJ0122400,larceny,54,14,2017
Middlesex,Woodbridge Township Police Department,NJ0122500,larceny,1279,292,2017
Middlesex,Middlesex County College,NJ0122600,larceny,13,0,2017
Middlesex,Rutgers University: New Brunswick,NJ0123000,larceny,347,40,2017
Middlesex,State Police: Middlesex County,NJ012SP00,larceny,22,4,2017
Monmouth,Monmouth County Sheriff's Office,NJ0130000,larceny,1,1,2017
Monmouth,Allenhurst Police Department,NJ0130100,larceny,24,2,2017
Monmouth,Allentown Police Department,NJ0130200,larceny,4,0,2017
Monmouth,Asbury Park Police Department,NJ0130300,larceny,589,101,2017
Monmouth,Colts Neck Township Police Department,NJ0130400,larceny,29,2,2017
Cape May,West Wildwood Police Department,NJ0051300,larceny,5,0,2017
Cape May,Wildwood Police Department,NJ0051400,larceny,382,51,2017
Cape May,Wildwood Crest Police Department,NJ0051500,larceny,66,7,2017
Cape May,State Police: Cape May County,NJ005SP00,larceny,172,71,2017
Cumberland,Cumberland County Sheriff's Office,NJ0060000,larceny,1,1,2017
Cumberland,Bridgeton Police Department,NJ0060100,larceny,710,58,2017
Cumberland,Millville Police Department,NJ0061000,larceny,1280,294,2017
Cumberland,Vineland Police Department,NJ0061400,larceny,1883,445,2017
Cumberland,State Police: Cumberland County,NJ006SP00,larceny,339,218,2017
Essex,Essex County Sheriff's Office,NJ0070000,larceny,36,2,2017
Essex,Belleville Police Department,NJ0070100,larceny,471,75,2017
Essex,Bloomfield Police Department,NJ0070200,larceny,619,248,2017
Essex,Caldwell Police Department,NJ0070300,larceny,43,3,2017
Essex,"Fairfield Township, Essex County Police Department",NJ0070400,larceny,155,36,2017
Essex,Cedar Grove Township Police Department,NJ0070500,larceny,64,12,2017
Essex,East Orange Police Department,NJ0070600,larceny,552,114,2017
Essex,Essex Fells Police Department,NJ0070700,larceny,7,0,2017
Essex,Glen Ridge Police Department,NJ0070800,larceny,114,15,2017
Essex,Irvington Police Department,NJ0070900,larceny,710,92,2017
Essex,Livingston Township Police Department,NJ0071000,larceny,299,132,2017
Bergen,River Vale Township Police Department,NJ0025300,larceny,12,3,2017
Bergen,Rochelle Park Township Police Department,NJ0025400,larceny,74,12,2017
Bergen,Rockleigh Police Department,NJ0025500,larceny,0,0,2017
Bergen,Rutherford Police Department,NJ0025600,larceny,166,21,2017
Bergen,Saddle Brook Township Police Department,NJ0025700,larceny,190,69,2017
Bergen,Saddle River Police Department,NJ0025800,larceny,13,4,2017
Bergen,South Hackensack Township Police Department,NJ0025900,larceny,48,16,2017
Bergen,Teaneck Township Police Department,NJ0026000,larceny,299,25,2017
Bergen,Tenafly Police Department,NJ0026100,larceny,48,8,2017
Bergen,Teterboro Police Department,NJ0026200,larceny,121,45,2017
Bergen,Upper Saddle River Police Department,NJ0026300,larceny,14,3,2017
Bergen,Waldwick Police Department,NJ0026400,larceny,50,6,2017
Bergen,Wallington Police Department,NJ0026500,larceny,120,28,2017
Bergen,"Washington Township, Bergen County Police Department",NJ0026600,larceny,8,1,2017
Bergen,Westwood Police Department,NJ0026700,larceny,35,7,2017
Bergen,Woodcliff Lake Police Department,NJ0026800,larceny,18,4,2017
Bergen,Wood-Ridge Police Department,NJ0026900,larceny,60,1,2017
Bergen,Wyckoff Township Police Department,NJ0027000,larceny,76,19,2017
Bergen,State Police: Bergen County,NJ002SP00,larceny,38,12,2017
Burlington,Beverly Police Department,NJ0030200,larceny,26,8,2017
Warren,"Mansfield Township, Warren County Police Department",NJ0211600,larceny,97,44,2017
Warren,Oxford Township Police Department,NJ0211700,larceny,10,0,2017
Warren,Phillipsburg Police Department,NJ0211900,larceny,282,32,2017
Warren,Pohatcong Township Police Department,NJ0212000,larceny,140,57,2017
Warren,Washington Police Department,NJ0212100,larceny,63,7,2017
Warren,"Washington Township, Warren County Police Department",NJ0212200,larceny,46,7,2017
Warren,State Police: Warren County,NJ021SP00,larceny,89,9,2017
Essex,Newark Police Department,NJNPD0000,larceny,3200,170,2017
Bergen,Palisades Interstate Parkway,NJNPIPP00,larceny,3,0,2017
,Port Authority of New York and New Jersey,NJNYPOA00,larceny,463,74,2017
Atlantic,Atlantic County Sheriff's Office,NJ0010000,larceny,0,0,2017
Atlantic,Absecon Police Department,NJ0010100,larceny,194,53,2017
Atlantic,Atlantic City Police Department,NJ0010200,larceny,1298,274,2017
Atlantic,Brigantine Police Department,NJ0010300,larceny,84,5,2017
Atlantic,Buena Police Department,NJ0010400,larceny,90,6,2017
Atlantic,Egg Harbor City Police Department,NJ0010700,larceny,107,36,2017
Atlantic,Egg Harbor Township Police Department,NJ0010800,larceny,681,320,2017
Atlantic,Galloway Township Police Department,NJ0011100,larceny,497,39,2017
Atlantic,"Hamilton Township, Atlantic County Police Department",NJ0011200,larceny,690,229,2017
Atlantic,Hammonton Police Department,NJ0011300,larceny,134,37,2017
Somerset,Bedminster Township Police Department,NJ0180100,larceny,21,1,2017
Somerset,Bernards Township Police Department,NJ0180200,larceny,88,4,2017
Somerset,Bernardsville Police Department,NJ0180300,larceny,36,2,2017
Somerset,Bound Brook Police Department,NJ0180400,larceny,133,16,2017
Somerset,Branchburg Township Police Department,NJ0180500,larceny,46,8,2017
Somerset,Bridgewater Township Police Department,NJ0180600,larceny,313,105,2017
Somerset,Far Hills Police Department,NJ0180700,larceny,4,1,2017
Somerset,"Franklin Township, Somerset County Police Department",NJ0180800,larceny,578,29,2017
Somerset,Green Brook Township Police Department,NJ0180900,larceny,53,10,2017
Somerset,Hillsborough Township Police Department,NJ0181000,larceny,205,7,2017
Somerset,Manville Police Department,NJ0181100,larceny,138,60,2017
Somerset,Montgomery Township Police Department,NJ0181300,larceny,81,3,2017
Somerset,North Plainfield Police Department,NJ0181400,larceny,404,44,2017
Somerset,Peapack and Gladstone Police Department,NJ0181500,larceny,10,4,2017
Somerset,Raritan Police Department,NJ0181600,larceny,76,14,2017
Somerset,Somerville Police Department,NJ0181800,larceny,99,5,2017
Somerset,South Bound Brook Police Department,NJ0181900,larceny,23,5,2017
Somerset,Warren Township Police Department,NJ0182000,larceny,31,2,2017
Somerset,Watchung Police Department,NJ0182100,larceny,334,102,2017
